Auth OK, user: test@codemine.app
[website7] HTTP 200 @ 00:11:30
[website7] tracking runId=97e4c6a7
  status=running phase=0 tokens=0 events=0 age=1s
  status=running phase=0 tokens=0 events=0 age=9s
  status=running phase=0 tokens=0 events=0 age=17s
  status=running phase=0 tokens=0 events=0 age=26s
  status=running phase=0 tokens=0 events=0 age=34s
  status=running phase=0 tokens=0 events=0 age=43s
  status=running phase=0 tokens=0 events=3 age=51s
  status=running phase=0 tokens=0 events=3 age=60s
  status=running phase=0 tokens=0 events=5 age=68s
  status=running phase=0 tokens=0 events=5 age=77s
  status=running phase=0 tokens=0 events=6 age=85s
  status=running phase=0 tokens=0 events=7 age=94s
  status=running phase=0 tokens=0 events=7 age=102s
  status=running phase=0 tokens=0 events=7 age=111s
  status=running phase=0 tokens=0 events=7 age=119s
  status=running phase=0 tokens=0 events=7 age=128s
  status=running phase=0 tokens=0 events=7 age=136s
  status=running phase=0 tokens=0 events=7 age=145s
  status=running phase=0 tokens=0 events=7 age=154s
  status=running phase=0 tokens=0 events=7 age=162s
  status=running phase=0 tokens=0 events=11 age=171s
  PREVIEW @ 2m55s → https://sb-34mspzy3iawy.vercel.run
  status=running phase=0 tokens=0 events=18 age=179s
  status=running phase=0 tokens=0 events=18 age=187s
  status=running phase=0 tokens=0 events=19 age=196s
  status=running phase=0 tokens=0 events=19 age=204s
  status=running phase=0 tokens=0 events=19 age=213s
  status=running phase=0 tokens=0 events=19 age=221s
  status=running phase=0 tokens=0 events=19 age=230s
  status=running phase=0 tokens=0 events=19 age=238s
  status=running phase=0 tokens=0 events=19 age=247s
  status=running phase=0 tokens=0 events=19 age=255s
  status=running phase=0 tokens=0 events=21 age=264s
  status=running phase=0 tokens=0 events=21 age=272s
  status=running phase=0 tokens=0 events=21 age=281s
  status=running phase=0 tokens=0 events=21 age=289s
  status=running phase=0 tokens=0 events=21 age=297s
  status=running phase=0 tokens=0 events=21 age=306s
  status=running phase=0 tokens=0 events=21 age=314s
  status=running phase=0 tokens=0 events=21 age=323s
  status=running phase=0 tokens=0 events=21 age=331s
  status=running phase=0 tokens=0 events=21 age=340s
  status=running phase=0 tokens=0 events=21 age=348s
  status=running phase=0 tokens=0 events=21 age=357s
  status=running phase=0 tokens=0 events=21 age=365s
  status=running phase=0 tokens=0 events=21 age=374s
  status=running phase=0 tokens=0 events=21 age=382s
  status=running phase=0 tokens=0 events=21 age=391s
  status=running phase=0 tokens=0 events=21 age=399s
  status=running phase=0 tokens=0 events=21 age=407s
  status=running phase=0 tokens=0 events=21 age=416s
  status=running phase=0 tokens=0 events=21 age=424s
  status=running phase=0 tokens=0 events=21 age=433s
  status=running phase=0 tokens=0 events=21 age=441s
  status=running phase=0 tokens=0 events=21 age=450s
  status=running phase=0 tokens=0 events=21 age=458s
  status=running phase=0 tokens=0 events=21 age=467s
  status=running phase=0 tokens=0 events=21 age=475s
  status=running phase=0 tokens=0 events=21 age=484s
  status=running phase=0 tokens=0 events=21 age=492s
  status=running phase=0 tokens=0 events=21 age=501s
  status=running phase=0 tokens=0 events=21 age=509s
  status=running phase=0 tokens=0 events=21 age=517s
  status=running phase=0 tokens=0 events=21 age=526s
  status=running phase=0 tokens=0 events=21 age=534s
  status=running phase=0 tokens=0 events=21 age=543s
  status=running phase=0 tokens=0 events=21 age=551s
  status=running phase=0 tokens=0 events=21 age=560s
  status=running phase=0 tokens=0 events=21 age=568s
  status=running phase=0 tokens=0 events=21 age=577s
  status=running phase=0 tokens=0 events=21 age=585s
  status=running phase=0 tokens=0 events=21 age=594s
  status=running phase=0 tokens=0 events=21 age=602s
  status=running phase=0 tokens=0 events=21 age=611s
  status=running phase=0 tokens=0 events=21 age=619s
  status=running phase=0 tokens=0 events=21 age=627s
  status=running phase=0 tokens=0 events=21 age=636s
  status=running phase=0 tokens=0 events=21 age=644s
  status=running phase=0 tokens=0 events=21 age=653s
  status=running phase=0 tokens=0 events=21 age=662s
  status=running phase=0 tokens=0 events=21 age=670s
  status=running phase=0 tokens=0 events=21 age=679s
  status=running phase=0 tokens=0 events=21 age=687s
  status=running phase=0 tokens=0 events=21 age=695s
  status=running phase=0 tokens=0 events=21 age=704s
  status=running phase=0 tokens=0 events=21 age=712s
  status=running phase=0 tokens=0 events=21 age=721s
  status=running phase=0 tokens=0 events=21 age=729s
  status=running phase=0 tokens=0 events=21 age=738s
  status=running phase=0 tokens=0 events=21 age=746s
  status=running phase=0 tokens=0 events=21 age=755s
